,sample_number,site,sample_design,X,Y,Z,x,y,u,v,L,a,b,h,c,R,G,B
135,129,Forest,Grid,18.31821966,15.45922598,3.761205557,0.487982894,0.411821562,12.77728085,4.707974929,46.25686359,5.789351747,12.43390192,1.135037042,13.71563015,122.4322146,105.4082687,88.66005012
136,130,Forest,Grid,19.41880713,16.26995129,3.752298592,0.492350069,0.412513064,14.62657074,5.387078916,47.32668292,6.561849487,14.35339293,1.142001102,15.78219748,126.7969142,107.4696718,87.96250684
137,131,Forest,Grid,13.5011438,11.33455934,2.795710232,0.488615751,0.410205558,11.71227796,3.818336191,40.13833607,5.651520782,10.82032043,1.089463391,12.20733474,106.5205473,90.60058948,76.93060611
138,132,Forest,Grid,10.62479723,9.01677311,2.396669179,0.482107349,0.409142169,8.749696587,2.771881581,36.01656903,4.410998089,8.015761392,1.067730039,9.149280563,93.87554162,81.67981152,71.90525007
139,133,Forest,Grid,32.21943132,27.55028864,6.639603265,0.485164277,0.414855736,13.8858771,6.598371961,59.4802576,5.567157192,15.43844563,1.224706608,16.41154602,157.0584603,139.0620406,115.7282703
140,134,Forest,Grid,21.03478478,17.86681031,4.512597894,0.484514011,0.411543071,12.25773464,4.614470708,49.33416295,5.456927973,11.79926881,1.137612485,13.00003105,129.6287975,113.3006745,97.16825359
141,135,Forest,Grid,26.60655683,22.52540963,5.257366758,0.489187038,0.414151237,14.83865313,6.303436084,54.58009226,6.234441342,15.57601451,1.190066619,16.77738021,145.296277,125.9509378,103.3699431
142,136,Forest,Grid,14.14858216,11.85519066,2.948854416,0.488680424,0.409468563,12.17318532,3.755772096,40.98503729,5.898572542,10.73821021,1.068485432,12.25162506,109.0211791,92.4551859,79.08967264
143,137,Forest,Grid,15.96025875,13.38763753,3.188014002,0.490542868,0.411472659,13.01260653,4.558008118,43.34160718,6.048356164,12.49667361,1.120032648,13.88342406,115.4831996,98.06246648,81.64313652
144,138,Forest,Grid,14.53585876,12.21462629,2.998249055,0.488621086,0.410593145,12.02587583,4.032534421,41.55521986,5.715174998,11.23536571,1.100231035,12.60542216,110.2297204,93.97121088,79.55505216
145,139,Forest,Grid,13.23696954,11.17253685,2.809539942,0.48631276,0.410467608,10.78456386,3.66145865,39.86956043,5.184295868,10.21538973,1.101167858,11.45561482,104.9820034,90.29876583,77.26770348
146,140,Forest,Grid,27.40630476,23.28057205,5.47838763,0.487958261,0.414501245,14.35363978,6.352459506,55.36016931,5.952007129,15.45432369,1.203169569,16.56087285,146.8334,128.1597926,105.4762892
147,141,Forest,Grid,26.30472282,22.27291087,5.172550939,0.489388511,0.414378314,14.78243765,6.354216079,54.31537797,6.196998907,15.69334304,1.19471088,16.87257571,144.5560898,125.3064349,102.4989846
148,142,Forest,Grid,25.73912399,21.7811705,5.124439547,0.488921152,0.413738827,14.64223892,6.076858973,53.79404902,6.211330532,15.12273937,1.181076132,16.34863521,143.1126669,123.9683095,102.2510157
149,143,Forest,Grid,18.1143877,15.29403998,3.952861031,0.48484376,0.409355258,12.19665591,3.841425113,46.03432528,5.727970627,10.46484819,1.069987296,11.92990759,121.4100538,104.8999849,91.5543739
150,144,Forest,Grid,17.2471586,14.54663135,3.66855129,0.48635138,0.410199407,12.26481959,4.077449361,45.00687792,5.726646109,11.06454943,1.093194054,12.4586809,118.9087266,102.3747951,88.0443937
151,145,Forest,Grid,17.75253821,14.97851764,3.799432769,0.485964981,0.410027848,12.32658573,4.058157347,45.60475967,5.748721729,10.98914223,1.08881842,12.40197761,120.448822,103.8276493,89.61165492
152,146,Forest,Grid,19.48436626,16.42326277,4.0332843,0.487829762,0.411188964,13.25441975,4.675696118,47.52497016,6.021370746,12.38492623,1.118261321,13.77110392,126.0555392,108.3691268,91.82884856
153,147,Forest,Grid,24.75601946,20.91431095,5.180547954,0.486835631,0.411287113,14.26098782,5.121142778,52.85558559,6.29635242,13.12209761,1.123415994,14.55450101,140.4463991,121.5171388,103.5551327
154,148,Forest,Grid,17.89359642,15.05094041,3.590314162,0.489767877,0.411961182,13.27898882,4.844904861,45.70388865,6.038076718,12.94018505,1.134212085,14.27959241,121.5297248,103.8582269,86.48557719
155,149,Forest,Grid,24.58613266,20.88145169,5.051783252,0.486667467,0.413335572,13.50013142,5.627454599,52.81950615,5.756967861,13.94210651,1.179202289,15.08393228,139.5641074,121.8446296,101.9165728
156,150,Forest,Fine scale,18.19438827,15.3515738,3.769109528,0.487588191,0.411404109,12.70314509,4.563063439,46.11201579,5.794573284,12.11773124,1.124748767,13.43192056,122.016624,105.0460557,88.86657593
157,151,Forest,Fine scale,15.00202889,12.56698818,3.084937221,0.489399467,0.409963036,12.63226843,4.020848041,42.10342385,6.036859745,11.34049865,1.081622385,12.84720146,112.1516165,95.05796928,80.71056448
158,152,Forest,Fine scale,12.0663236,10.11407809,2.508925878,0.488726296,0.40965385,11.27062039,3.524620774,38.0463982,5.565882709,10.25979996,1.073733928,11.67229821,101.1079123,85.65748095,72.99584403
159,153,Forest,Fine scale,16.41523837,13.85527684,3.453775569,0.486748216,0.41083968,11.96908195,4.161444631,44.02466226,5.568888428,11.24488147,1.110965868,12.54830178,116.1925348,100.0872046,85.36509391
160,154,Forest,Fine scale,18.5045422,15.63158786,3.859667353,0.487015498,0.411403074,12.580177,4.547099129,46.48738558,5.722047239,12.01032327,1.126183994,13.30374721,122.8313601,106.0271454,89.94572585
161,155,Forest,Fine scale,18.35810655,15.56641637,3.926913138,0.485004229,0.411250351,11.80683587,4.318700885,46.40042345,5.369388228,11.30764835,1.127473891,12.51771709,121.8861375,106.0763204,90.91715671
162,156,Forest,Fine scale,18.69837171,15.77569705,3.874379512,0.487591351,0.411377716,12.868283,4.613422943,46.67882433,5.853951263,12.21891515,1.124016796,13.54882404,123.5795452,106.4008861,90.05897188
163,157,Forest,Fine scale,19.23350143,16.24948663,3.972074336,0.487478672,0.411847952,12.85467979,4.772891373,47.30012061,5.784378691,12.49117178,1.137120652,13.7654789,125.0969791,107.9922332,91.06670217
164,158,Forest,Fine scale,20.55441406,17.37870999,4.204494506,0.487792494,0.412427436,13.19747748,5.085599687,48.7337105,5.842968582,13.11344264,1.151631733,14.35627597,128.9830525,111.5124022,93.43962884
165,159,Forest,Fine scale,22.08439544,18.62511155,4.387288181,0.489710973,0.413002997,14.24499628,5.575388126,50.24568829,6.225463087,14.31309849,1.160529338,15.60836888,133.7485488,115.0018469,95.03023896
166,160,Forest,Fine scale,22.41422259,18.92367822,4.468765808,0.489322281,0.413120614,14.1403562,5.604317174,50.59779354,6.153096446,14.30551948,1.164596621,15.57268389,134.5358253,115.9406163,95.88922931
167,161,Forest,Fine scale,25.42714041,21.51952675,5.053075329,0.488985891,0.413839102,14.56172247,6.078033444,53.51345821,6.175153422,15.12964904,1.183284619,16.34132185,142.3158742,123.2840741,101.5430033
168,162,Forest,Fine scale,26.66710978,22.61361773,5.271531719,0.488836029,0.414531278,14.57142753,6.376510152,54.67210135,6.073193007,15.63943526,1.200394426,16.77723483,145.2681596,126.3107483,103.4576496
169,163,Forest,Fine scale,27.2430363,23.12467318,5.429509089,0.488250795,0.414441325,14.46956391,6.350130579,55.20052409,6.016274037,15.49997626,1.200549362,16.62662976,146.5338643,127.7023401,105.0078459
170,164,Forest,Fine scale,31.70861943,27.0203053,6.404183576,0.486827978,0.414847472,14.60466648,6.73607115,58.99311727,5.908793286,15.97052828,1.21643305,17.02855283,156.4696149,137.5354549,113.5753328
171,165,Forest,Fine scale,29.06819425,24.69142617,5.829099544,0.487813705,0.414364098,14.69900942,6.460721776,56.77351985,6.073583696,15.64277921,1.200444859,16.78049345,150.8110136,131.6853621,108.6577132
172,166,Forest,Fine scale,30.62072049,25.97305406,6.010523208,0.48911531,0.414876534,15.47387707,6.894829704,58.01146413,6.331812705,16.64935724,1.207383936,17.81271873,154.7298301,134.6710101,109.9349091
173,167,Forest,Fine scale,28.55525336,24.22911058,5.685498108,0.48837559,0.414386313,14.84089307,6.477444821,56.316458,6.151707756,15.76413807,1.198736881,16.92192535,149.7616547,130.4523933,107.3118112
174,168,Forest,Fine scale,28.86243076,24.5177268,5.728977639,0.488290527,0.414787439,14.73423596,6.610546776,56.60246894,6.054613035,15.98031346,1.208628804,17.08884891,150.3856124,131.2621246,107.6125423
175,169,Forest,Fine scale,29.90182224,25.33451743,5.813050241,0.489797233,0.414983958,15.60374249,6.929454632,57.39991123,6.401516723,16.82365448,1.207206446,18.00041018,153.2584521,133.042057,108.1020275
176,170,Forest,Fine scale,29.47241406,25.05356541,5.924787212,0.48754409,0.414445784,14.63126137,6.493085416,57.12757453,6.022818785,15.65551158,1.2035408,16.77406894,151.6609013,132.6344965,109.5082525
177,171,Forest,Likely to erode,28.07528264,24.00455745,5.861826019,0.484543931,0.414288354,12.99712236,5.999690908,56.09235686,5.32666963,14.26320542,1.213380603,15.22538794,147.4416209,130.5130647,109.369314
178,172,Forest,Likely to erode,29.05548376,24.77509639,5.918360553,0.486292868,0.414653316,13.88655513,6.37844638,56.85562813,5.673056443,15.22657972,1.214152598,16.24907073,150.2453923,132.2064075,109.5634092
179,173,Forest,Likely to erode,31.63743011,27.08237816,6.517631801,0.484958179,0.415135513,13.58100729,6.606496176,59.05049976,5.414940722,15.40418626,1.232764495,16.32821292,155.6360049,138.0671405,114.688948
180,174,Forest,Likely to erode,30.79597283,26.28772963,6.273453853,0.486069366,0.414913345,14.03766058,6.589037744,58.30915949,5.668151071,15.56772588,1.22161918,16.56749907,154.1489349,135.9543185,112.5670339
181,175,Forest,Likely to erode,29.62547675,25.21696301,5.866285103,0.487993724,0.415376259,14.55900361,6.819517565,57.2862078,5.894185459,16.29367528,1.223695189,17.32701002,151.9685237,133.1444652,108.7147176
182,176,Forest,Likely to erode,31.82312858,27.23229054,6.58708295,0.48479457,0.414857595,13.63230549,6.523313518,59.18872375,5.461411025,15.23903356,1.226672937,16.18811769,156.0559865,138.3884206,115.347094
183,177,Forest,Likely to erode,29.82032621,25.41565953,6.005119394,0.486933182,0.415009812,14.22298128,6.62012998,57.47819015,5.770599732,15.76318148,1.219867973,16.78623578,152.1629223,133.7330804,110.1473685
184,178,Forest,Likely to erode,27.25916153,23.26746136,5.626106499,0.485446778,0.414360292,13.22229743,6.038048022,55.34677105,5.447625466,14.47285547,1.210796242,15.46415754,145.7336312,128.5125722,107.1531489
